PNR,SourceSystemTicketingDate,SupplierTicketingDate,SourceSystem,SupplierName,SourceSystemStatus,SupplierStatus,IsOrphan,PCC,TicketingAgentSignOn
DCVH55,,2025-09-10T11:19:28.398+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
ECWR8B,,2025-09-10T10:56:17.606+00:00,,Galileo,,Ticketed,TRUE,,
DCVH9D,,2025-09-10T11:19:52.526+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCVJ3X,,2025-09-10T11:24:02.454+00:00,,Galileo,,Ticketed,TRUE,D40,Z3HB3GWS
DCVJQR,,2025-09-10T11:23:28.580+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCVJMD,,2025-09-10T11:23:12.444+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCVKT4,,2025-09-10T11:26:24.293+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCVKQ1,,2025-09-10T11:26:08.138+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCVKLV,,2025-09-10T11:25:50.777+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCVLB4,,2025-09-10T11:27:51.576+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCVMZW,,2025-09-10T11:32:24.201+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCVNN7,,2025-09-10T11:33:58.796+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCVNSH,,2025-09-10T11:34:21.066+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCVP88,,2025-09-10T11:35:40.787+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCVQQ8,,2025-09-10T11:39:25.661+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCVRXQ,,2025-09-10T11:42:36.053+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCVRYZ,,2025-09-10T11:42:42.491+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCVS1T,,2025-09-10T11:44:21.911+00:00,,Galileo,,Ticketed,TRUE,D40,ZWV5GWS
DCVSRC,,2025-09-10T11:44:44.680+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCVSZM,,2025-09-10T11:45:24.703+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCVT59,,2025-09-10T11:45:54.498+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCVT03,,2025-09-10T11:45:26.973+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCVSXX,,2025-09-10T11:45:14.119+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCVTK8,,2025-09-10T11:46:55.607+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCVW3R,,2025-09-10T11:50:59.120+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCVV59,,2025-09-10T11:48:35.960+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCVWFD,,2025-09-10T11:51:48.370+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCVWPX,,2025-09-10T11:52:31.629+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCVWSQ,,2025-09-10T11:52:43.037+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCVWQN,,2025-09-10T11:52:34.922+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCVX41,,2025-09-10T11:53:34.923+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
I5526Z,,2025-09-10T11:24:19.168+00:00,,Galileo,,Ticketed,TRUE,,
DCVX8J,,2025-09-10T11:53:53.491+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCVXVW,,2025-09-10T11:55:22.408+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCVXDL,,2025-09-10T11:54:11.400+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCVXXC,,2025-09-10T11:55:28.520+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCVYNP,,2025-09-10T11:57:28.887+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCVZ2H,,2025-09-10T11:58:30.695+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCVZ4N,,2025-09-10T11:58:42.242+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCVZJF,,2025-09-10T11:59:40.340+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCVYYP,,2025-09-10T12:01:00.213+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
J9T59K,,2025-09-10T11:21:29.848+00:00,,Galileo,,Ticketed,TRUE,,
DCVZRD,,2025-09-10T12:00:12.722+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCW0S7,,2025-09-10T12:02:55.191+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
D8SFPG,,2025-09-10T12:02:59.044+00:00,,Galileo,,Ticketed,TRUE,D40,Z3HB3GWS
DCW2V0,,2025-09-10T12:08:21.165+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCW2XM,,2025-09-10T12:08:34.345+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
D8SFWR,,2025-09-10T12:04:11.441+00:00,,Galileo,,Ticketed,TRUE,D40,Z3HB3GWS
DCW2HX,,2025-09-10T12:07:32.248+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
D8SGCK,,2025-09-10T12:09:36.258+00:00,,Galileo,,Ticketed,TRUE,D40,Z3HB3GWS
DCW3K4,,2025-09-10T12:10:12.120+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCW3PQ,,2025-09-10T12:10:32.641+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCVXP0,,2025-09-10T12:11:07.044+00:00,,Galileo,,Ticketed,TRUE,D40,Z3HB3GWS
DCW552,,2025-09-10T12:14:26.860+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCW0T6,,2025-09-10T12:09:33.441+00:00,,Galileo,,Ticketed,TRUE,8JY1,ZXI7GWS
DCW3YV,,2025-09-10T12:11:15.535+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCVXQD,,2025-09-10T12:11:44.913+00:00,,Galileo,,Ticketed,TRUE,D40,ZD40GWS
DCW5P8,,2025-09-10T12:15:42.687+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCW5BW,,2025-09-10T12:20:33.481+00:00,,Galileo,,Ticketed,TRUE,8JY1,ZXI7GWS
DCW4N7,,2025-09-10T12:17:30.962+00:00,,Galileo,,Ticketed,TRUE,D40,ZWV5GWS
DCW7ZP,,2025-09-10T12:21:45.945+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCW8Z5,,2025-09-10T12:24:12.991+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCWCM9,,2025-09-10T12:30:57.684+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCW98T,,2025-09-10T12:25:02.362+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCWD38,,2025-09-10T12:32:08.332+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCWFGT,,2025-09-10T12:35:31.160+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCWDGY,,2025-09-10T12:33:02.500+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCWGMF,,2025-09-10T12:38:23.673+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCWHZZ,,2025-09-10T12:41:48.812+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCW3P4,,2025-09-10T12:40:15.972+00:00,,Galileo,,Ticketed,TRUE,D40,ZWV5GWS
DCWHD9,,2025-09-10T12:40:18.339+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCWK17,,2025-09-10T12:44:27.165+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCWK8R,,2025-09-10T12:45:04.159+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCWKQ2,,2025-09-10T12:46:01.305+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCWKZJ,,2025-09-10T12:46:40.601+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCWKZ8,,2025-09-10T12:46:39.795+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCWLKP,,2025-09-10T12:48:09.341+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCWLDC,,2025-09-10T12:47:41.179+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCWMR2,,2025-09-10T12:51:01.946+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCWMPY,,2025-09-10T12:50:57.228+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCWMML,,2025-09-10T12:50:46.788+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCWN9B,,2025-09-10T12:52:26.363+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCWNF1,,2025-09-10T12:52:45.648+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCWN64,,2025-09-10T12:52:08.884+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCWMJ0,,2025-09-10T12:52:37.115+00:00,,Galileo,,Ticketed,TRUE,8JY1,ZXI7GWS
DCWNLN,,2025-09-10T12:53:07.410+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCWNYP,,2025-09-10T12:54:02.080+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCWNQS,,2025-09-10T12:53:26.503+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCWP8K,,2025-09-10T12:54:46.574+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCWP7V,,2025-09-10T12:54:46.159+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCWNRV,,2025-09-10T12:53:32.708+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCWPLC,,2025-09-10T12:55:29.955+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCWPGB,,2025-09-10T12:55:10.466+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCWPM6,,2025-09-10T12:55:33.294+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCWQVK,,2025-09-10T12:58:44.856+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCWPV9,,2025-09-10T12:56:11.342+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCWQVR,,2025-09-10T12:58:46.295+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCWR92,,2025-09-10T12:59:48.821+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCWRPS,,2025-09-10T13:00:45.320+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCWRG9,,2025-09-10T13:00:11.769+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCWTQ2,,2025-09-10T13:05:39.459+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCWSQ8,,2025-09-10T13:03:03.756+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCWT64,,2025-09-10T13:06:12.543+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCWVV2,,2025-09-10T13:08:24.265+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCWXJ5,,2025-09-10T13:12:37.834+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCWW4V,,2025-09-10T13:09:11.367+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCWY6G,,2025-09-10T13:14:23.822+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCWZ90,,2025-09-10T13:17:07.518+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCWW3G,,2025-09-10T13:09:00.233+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCX019,,2025-09-10T13:18:55.594+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCX00V,,2025-09-10T13:18:53.419+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCX017,,2025-09-10T13:18:55.178+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCX065,,2025-09-10T13:19:19.326+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCX17B,,2025-09-10T13:21:48.500+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCX13Y,,2025-09-10T13:21:36.328+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCX175,,2025-09-10T13:21:47.968+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCX1C2,,2025-09-10T13:22:06.705+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCX1PB,,2025-09-10T13:22:58.505+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCTF08,,2025-09-10T13:22:35.740+00:00,,Galileo,,Ticketed,TRUE,D40,Z3HB3GWS
DCXJKS,,2025-09-10T13:57:43.413+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCX39H,,2025-09-10T13:26:34.265+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCX44Q,,2025-09-10T13:28:31.369+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCX3BK,,2025-09-10T13:26:37.979+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCX57M,,2025-09-10T13:31:10.989+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCX4HN,,2025-09-10T13:32:18.419+00:00,,Galileo,,Ticketed,TRUE,8JY1,ZXI7GWS
DCX5RF,,2025-09-10T13:32:26.870+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCX5V0,,2025-09-10T13:32:38.880+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCX5W2,,2025-09-10T13:32:43.866+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCX603,,2025-09-10T13:33:03.909+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
HC182E,,2025-09-10T13:02:56.495+00:00,,Galileo,,Ticketed,TRUE,,
DCX66Y,,2025-09-10T13:33:38.157+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCX5S6,,2025-09-10T13:32:30.327+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCX6GK,,2025-09-10T13:34:13.117+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCX7WZ,,2025-09-10T13:37:26.302+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCX808,,2025-09-10T13:37:39.670+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCX83X,,2025-09-10T13:37:58.829+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCX831,,2025-09-10T13:37:53.530+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCX8T1,,2025-09-10T13:39:32.689+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCX8ZC,,2025-09-10T13:39:58.817+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCX870,,2025-09-10T13:38:14.889+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
G8GT9A,,2025-09-10T13:30:17.814+00:00,,Galileo,,Ticketed,TRUE,,
DC4HGT,,2025-09-10T13:42:14.231+00:00,,Galileo,,Ticketed,TRUE,8JY1,ZXI7GWS
DCX946,,2025-09-10T13:40:22.782+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXB8L,,2025-09-10T13:43:08.519+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCTG2V,,2025-09-10T13:44:41.228+00:00,,Galileo,,Ticketed,TRUE,D40,Z3HB3GWS
W6DW5J,,2025-09-10T13:36:31.271+00:00,,Galileo,,Ticketed,TRUE,,
DCXCV9,,2025-09-10T13:46:47.639+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
A4TZHZ,,2025-09-10T13:36:05.705+00:00,,Galileo,,Ticketed,TRUE,,
DCXB4V,,2025-09-10T13:46:22.063+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXD1R,,2025-09-10T13:47:19.285+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXD0Y,,2025-09-10T13:47:16.236+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCXCWC,,2025-09-10T13:46:52.900+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCX9Q0,,2025-09-10T13:47:05.817+00:00,,Galileo,,Ticketed,TRUE,D40,ZWV5GWS
DCX6WY,,2025-09-10T13:53:29.883+00:00,,Galileo,,Ticketed,TRUE,8JY1,ZXI7GWS
DCWPJW,,2025-09-10T13:53:58.008+00:00,,Galileo,,Ticketed,TRUE,D40,Z3HB3GWS
DCXH14,,2025-09-10T13:54:11.078+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXH2Y,,2025-09-10T13:54:19.369+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCXJ96,,2025-09-10T13:57:07.117+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
EB6Y3U,,2025-09-10T13:40:06.262+00:00,,Galileo,,Ticketed,TRUE,,
DCXJZN,,2025-09-10T13:58:43.699+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXK6Z,,2025-09-10T13:59:22.981+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXJJY,,2025-09-10T14:00:55.462+00:00,,Galileo,,Ticketed,TRUE,D40,Z3HB3GWS
DCXL0D,,2025-09-10T14:01:08.095+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
BD4CYR,,2025-09-10T13:49:51.254+00:00,,Galileo,,Ticketed,TRUE,,
LBIUVX,,2025-09-10T13:54:16.308+00:00,,Galileo,,Ticketed,TRUE,,
DCXL1P,,2025-09-10T14:01:14.230+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCXLCR,,2025-09-10T14:01:57.606+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCXLG5,,2025-09-10T14:02:07.869+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCXLR1,,2025-09-10T14:02:48.447+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
T9HBJA,,2025-09-10T13:54:09.541+00:00,,Galileo,,Ticketed,TRUE,,
DCXLWC,,2025-09-10T14:03:06.160+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCXLZ4,,2025-09-10T14:03:19.727+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXM0B,,2025-09-10T14:03:24.443+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXM35,,2025-09-10T14:03:36.978+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
W1WWVL,,2025-09-10T13:57:15.582+00:00,,Galileo,,Ticketed,TRUE,,
DCXM4C,,2025-09-10T14:03:40.916+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXMGM,,2025-09-10T14:04:28.147+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCXMM2,,2025-09-10T14:04:47.419+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCXM3M,,2025-09-10T14:05:48.046+00:00,,Galileo,,Ticketed,TRUE,D40,Z3HB3GWS
DCXMT4,,2025-09-10T14:05:13.859+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCXMXM,,2025-09-10T14:05:34.179+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCXN3K,,2025-09-10T14:06:00.477+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCXNWS,,2025-09-10T14:07:56.470+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCXNXY,,2025-09-10T14:08:01.705+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCXNJ9,,2025-09-10T14:07:05.181+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXN9D,,2025-09-10T14:06:27.409+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXP0S,,2025-09-10T14:08:14.749+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXP4N,,2025-09-10T14:08:30.982+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXP80,,2025-09-10T14:08:44.902+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCXQ39,,2025-09-10T14:10:48.339+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXQ9B,,2025-09-10T14:11:15.174+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXQG0,,2025-09-10T14:11:40.255+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCWQ6Z,,2025-09-10T14:11:57.956+00:00,,Galileo,,Ticketed,TRUE,D40,Z3HB3GWS
DCXRMF,,2025-09-10T14:14:26.263+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXRLV,,2025-09-10T14:14:23.428+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCXSLF,,2025-09-10T14:16:44.098+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
D6J8GZ,,2025-09-10T14:15:43.947+00:00,,Galileo,,Ticketed,TRUE,D40,Z3HB3GWS
DCXSMC,,2025-09-10T14:16:49.017+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCXSXL,,2025-09-10T14:17:33.744+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXT8D,,2025-09-10T14:18:22.156+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXSPC,,2025-09-10T14:16:57.915+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCXTCD,,2025-09-10T14:18:35.792+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXTJX,,2025-09-10T14:19:03.655+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCXTP1,,2025-09-10T14:19:22.988+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXTL6,,2025-09-10T14:19:09.284+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXTV8,,2025-09-10T14:19:45.506+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCXTYX,,2025-09-10T14:20:02.186+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCXV0J,,2025-09-10T14:20:08.703+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXVBG,,2025-09-10T14:20:54.594+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCXVJV,,2025-09-10T14:21:22.196+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
S3BF6C,,2025-09-10T14:03:49.882+00:00,,Galileo,,Ticketed,TRUE,,
DCXW04,,2025-09-10T14:22:26.655+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXW1G,,2025-09-10T14:22:33.689+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCXWTN,,2025-09-10T14:24:25.638+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXWDS,,2025-09-10T14:23:26.185+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXWYR,,2025-09-10T14:24:48.292+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCXXP3,,2025-09-10T14:26:31.109+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCYBQB,,2025-09-10T14:59:11.695+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXX61,,2025-09-10T14:25:25.266+00:00,,Galileo,,Ticketed,TRUE,8JY1,ZXI7GWS
DCXVBQ,,2025-09-10T14:27:28.397+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCXY60,,2025-09-10T14:27:44.200+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
